Naam;Aantal
Shereen (V);101
Sherena (V);44
Sherida (V);175
Sherien (V);54
Sherilyn (V);89
Sherin (V);36
Sherina (V);73
Sherona (V);29
Sheryl (V);82
Shi (V);31
Shiela (V);27
Shifra (V);33
Shilan (V);32
Shima (V);52
Shira (V);84
Shireen (V);125
Shirin (V);116
Shirley (V);2763
Shirly (V);105
Shiva (V);62
Shivani (V);252
Shivanie (V);50
Shiwani (V);30
Shona (V);43
Shreya (V);53
Shu (V);52
Shukri (V);56
Si (V);34
Sian (V);29
Sibel (V);588
Sidney (V);236
Sidra (V);35
Siebrigje (V);34
Siegrid (V);38
Sien (V);151
Siena (V);60
Sienna (V);168
Sientje (V);46
Sierra (V);66
Sieta (V);40
Sietske (V);1031
Sieuwke (V);49
Sifra (V);353
Sigourney (V);102
Sigrid (V);743
Siham (V);1330
Sija (V);68
Sijgje (V);58
Sijke (V);90
Sijtje (V);47
Sijtske (V);70
Sil (V);82
Sila (V);68
Silja (V);29
Silje (V);48
Silke (V);2052
Silva (V);46
Silvana (V);851
Silver (V);32
Silvia (V);964
Silvie (V);273
Silvy (V);94
Sima (V);55
Simge (V);92
Simona (V);67
Simone (V);6963
Simran (V);79
Sin (V);52
Sina (V);44
Sindy (V);95
Sinem (V);391
Sinne (V);32
Sinéad (V);41
Siobhan (V);82
Sippie (V);30
Sira (V);65
Siri (V);108
Siska (V);55
Sissi (V);45
Sissy (V);68
Sita (V);227
Siënna (V);105
Sjanne (V);55
Sjeel (V);34
Sjieuwke (V);29
Sjoerdje (V);40
Sjoerdtje (V);40
Sjors (V);45
Sjoukje (V);618
Sjuul (V);86
Sky (V);32
Skye (V);100
Skylar (V);33
Smahane (V);54
Soeraya (V);32
Soesja (V);35
Sofia (V);903
Sofie (V);2671
Sofieke (V);68
Sofía (V);29
Sohaila (V);27
Solana (V);33
Solane (V);41
Solange (V);242
Soleil (V);52
Solmaz (V);28
Solveig (V);28
Soma (V);32
Somaya (V);53
Somia (V);42
Sona (V);31
Sonali (V);29
Sonam (V);30
Sonay (V);33
Songul (V);46
Songül (V);169
Sonia (V);167
Sonja (V);926
Sonya (V);73
Sophia (V);2395
Sophie (V);9688
Soraja (V);30
Soraya (V);2005
Soscha (V);29
Souad (V);445
Soufiane (V);50
Souhaila (V);353
Souhayla (V);30
Souhaïla (V);47
Souhaïlla (V);214
Soukaina (V);356
Soukayna (V);42
Soukaïna (V);68
Soumaya (V);670
Soumia (V);493
Souraya (V);170
Stacey (V);802
Stacy (V);257
Stans (V);28
Stefani (V);53
Stefania (V);88
Stefanie (V);3112
Stefany (V);63
Steffanie (V);293
Steffany (V);46
Steffi (V);335
Steffie (V);512
Steffy (V);83
Stella (V);778
Stephana (V);56
Stephania (V);32
Stephanie (V);6884
Stephany (V);299
Sterre (V);3351
Steventje (V);34
Stevie (V);88
Stientje (V);40
Stijntje (V);144
Storm (V);47
Stèphanie (V);162
Stéfanie (V);57
Stéphanie (V);944
Su (V);48
Suad (V);30
Sude (V);190
Sudenaz (V);74
Sue (V);93
Sue-Ann (V);39
Sueda (V);28
Sujata (V);32
Suleika (V);44
Sultan (V);243
Suman (V);29
Sumaya (V);101
Sumeya (V);32
Sumeyra (V);40
Sumeyye (V);48
Summer (V);175
Suna (V);122
Sunaina (V);59
Sundus (V);34
Sunita (V);67
Sunniva (V);36
Sunny (V);42
Sura (V);29
Suraya (V);172
Surya (V);36
Susan (V);2655
Susana (V);60
Susanna (V);897
Susannah (V);78
Susanne (V);3606
Susette (V);29
Suus (V);503
Suzan (V);1783
Suzana (V);44
Suzanna (V);880
Suzanne (V);9552
Suze (V);876
Suzet (V);39
Suzette (V);120
Suzie (V);109
Suzy (V);81
Svea (V);43
Svenja (V);209
Svetlana (V);70
Sybrich (V);36
Sydney (V);253
Syeda (V);41
Syenna (V);27
Syl (V);28
Sylke (V);255
Sylvana (V);1766
Sylvia (V);1836
Sylvie (V);380
Synthia (V);58
Syreeta (V);42
Sytske (V);219
Süeda (V);55
Süheyla (V);70
Sümeyra (V);203
Sümeyya (V);33
Sümeyye (V);268
Süreyya (V);78
Sıla (V);29
Tabita (V);36
Tabitha (V);323
Tahira (V);67
Tahmina (V);27
Tahnee (V);121
Talia (V);54
Talisa (V);93
Talisha (V);71
Talita (V);60
Talitha (V);945
Tamana (V);47
Tamar (V);821
Tamara (V);6256
Tamarah (V);92
Tamika (V);35
Tamimount (V);33
Tamira (V);86
Tammy (V);79
Tania (V);152
Tanika (V);31
Tanisha (V);304
Tanita (V);70
Tanja (V);1366
Tanne (V);74
Tanneke (V);62
Tannetje (V);131
Tansu (V);27
Tanya (V);323
Tara (V);2257
Tarah (V);28
Tasha (V);30
Tatiana (V);249
Tatjana (V);378
Tatum (V);385
Taylor (V);76
Tea (V);43
Teatske (V);54
Ted (V);27
Teddie (V);92
Teddy (V);252
Teodora (V);29
Teresa (V);157
Terra (V);128
Terri (V);60
Terry (V);146
Tes (V);79
Teska (V);28
Teske (V);69
Tess (V);3274
Tessa (V);11291
Tesse (V);137
Tessel (V);365
Tessie (V);79
Tessy (V);110
Tetje (V);53
Tetske (V);49
Teun (V);55
Teuna (V);93
Teuni (V);72
Teunie (V);98
Teunisje (V);85
Teuntje (V);652
Thalia (V);162
Thalina (V);29
Thalissa (V);30
Thalita (V);102
Thamar (V);193
Thamara (V);157
Thanh (V);93
Thara (V);81
Thari (V);66
Thaïsa (V);28
Thea (V);168
Theadora (V);97
Thecla (V);27
Thekla (V);28
Thelma (V);40
Theodora (V);823
Thera (V);98
Theresa (V);250
Therese (V);59
Theresia (V);566
Therèse (V);37
Thessa (V);328
Thi (V);641
Thirsa (V);201
Thirza (V);1054
Thu (V);51
Thuy (V);94
Thyra (V);96
Thyrza (V);68
Thérèse (V);90
Tia (V);38
Tialda (V);53
Tiana (V);54
Tiara (V);160
Tietje (V);41
Tiffany (V);769
Tijana (V);41
Tika (V);49
Tilly (V);29
Tina (V);339
Tine (V);203
Tineke (V);829
Ting (V);48
Tinka (V);156
Tinke (V);37
Tiny (V);100
Tirsa (V);139
Tirza (V);717
Tirzah (V);48
Tisha (V);51
Titia (V);157
Tiziana (V);57
Tjarda (V);117
Tjitske (V);585
Toke (V);27
Tonia (V);97
Tonny (V);30
Toos (V);32
Tooske (V);48
Tori (V);32
Tosca (V);292
Touraya (V);31
Touria (V);77
Tracey (V);50
Tracy (V);89
Trienke (V);62
Trientje (V);101
Trijnie (V);47
Trijntje (V);1185
Trinity (V);27
Trisha (V);84
Trix (V);36
Trudy (V);111
Trynke (V);30
Tryntsje (V);41
Tuana (V);97
Tuba (V);306
Tubâ (V);94
Tugba (V);317
Tugce (V);33
Tugçe (V);50
Tulay (V);30
Tuyet (V);28
Tuĝba (V);44
Tuğba (V);526
Tuğçe (V);193
Tyara (V);33
Tyra (V);157
Tyrza (V);46
Tülay (V);119
Tülin (V);58
Türkan (V);36
Ubah (V);33
Ulrike (V);39
Uma (V);63
Una (V);30
Ursula (V);157
Valencia (V);45
Valentina (V);312
Valentine (V);106
Valeria (V);152
Valerie (V);2151
Valery (V);263
Valesca (V);130
Valeska (V);64
Vallery (V);38
Valèrie (V);29
Valérie (V);582
Valéry (V);48
Vandana (V);60
Vanessa (V);645
Vanisha (V);44
Vanita (V);46
Vanity (V);470
Vanja (V);68
Vanya (V);40
Varisha (V);82
Varsha (V);139
Vasiliki (V);29
Veda (V);30
Veere (V);71
Veerle (V);2959
Venice (V);36
Vera (V);7062
Vere (V);119
Verena (V);487
Verona (V);136
Veroni (V);27
Veronica (V);359
Veronie (V);40
Veroniek (V);56
Veronika (V);49
Veronique (V);1139
Vesna (V);32
Vianne (V);69
Vibeke (V);27
Vicky (V);465
Victoria (V);880
Victorine (V);62
Vidya (V);27
Vienna (V);197
Viktoria (V);29
Vildan (V);88
Viola (V);198
Violet (V);111
Violeta (V);34
Violetta (V);29
Violette (V);59
Viona (V);42
Virginia (V);343
Virginie (V);46
Vita (V);200
Vivian (V);1733
Viviana (V);75
Viviane (V);103
Vivianne (V);405
Vivien (V);79
Vivienne (V);205
Viviënne (V);62
Viënna (V);123
Viënne (V);33
Vonne (V);57
Véronique (V);272
Wafa (V);50
Wafaa (V);28
Wafae (V);254
Wahiba (V);55
Wai (V);108
Wan (V);45
Wanda (V);216
Wandana (V);62
Wanisha (V);47
Wanita (V);46
Warda (V);209
Warsha (V);108
Wassila (V);46
Wassima (V);103
Wei (V);50
Welmoed (V);252
Wen (V);58
Wencke (V);65
Wenda (V);45
Wendel (V);54
Wendela (V);113
Wendelien (V);51
Wendelina (V);76
Wendeline (V);44
Wendie (V);40
Wendy (V);8038
Wenke (V);28
Whitley (V);135
Whitney (V);638
Wiam (V);58
Widad (V);77
Wieke (V);601
Wieneke (V);93
Wiep (V);70
Wiepke (V);28
Wiepkje (V);40
Wies (V);467
Wiesje (V);117
Wieske (V);55
Wieteke (V);217
Wietske (V);904
Wijmpje (V);38
Wijnanda (V);95
Wijntje (V);83
Wijtske (V);32
Wilhelmina (V);4143
Wilhelmine (V);32
Wilke (V);87
Willeke (V);712
Willemieke (V);103
Willemien (V);232
Willemijn (V);2200
Willemijntje (V);313
Willemina (V);1363
Willemine (V);55
Willemke (V);125
Willempje (V);440
Willemtje (V);39
Willianne (V);131
Willie (V);137
Willy (V);277
Wilma (V);484
Wimke (V);42
Winanda (V);36
Wing (V);209
Winnie (V);204
Winny (V);44
Winona (V);41
Wisal (V);28
Wissal (V);80
Wissam (V);46
Wouke (V);29
Woutera (V);73
Wouterina (V);68
Wyke (V);27
Wytske (V);187
Xamira (V);36
Xandra (V);172
Xanne (V);136
Xanthe (V);124
Xaviera (V);147
Xena (V);79
Xenia (V);156
Xiao (V);79
Ximena (V);35
Xin (V);65
Xiomara (V);116
Xue (V);29
Xynthia (V);38
Ya (V);31
Yacintha (V);54
Yade (V);60
Yael (V);213
Yaela (V);35
Yagmur (V);55
Yalda (V);55
Yamila (V);47
Yamilla (V);41
Yamina (V);183
Yamna (V);37
Yan (V);52
Yana (V);194
Yanaika (V);55
Yanick (V);27
Yaniek (V);27
Yanna (V);78
Yannick (V);88
Yanniek (V);60
Yanou (V);51
Yaprak (V);32
Yara (V);1978
Yarah (V);51
Yaren (V);171
Yasemin (V);894
Yasmien (V);29
Yasmijn (V);151
Yasmin (V);1293
Yasmina (V);1336
Yasmine (V);1504
Yassine (V);71
Yassira (V);44
Yassmina (V);130
Yassmine (V);57
Yaël (V);275
Yaëla (V);52
Yaëlle (V);34
Yağmur (V);112
Yee (V);57
Yelda (V);62
Yelena (V);30
Yelina (V);34
Yeliz (V);223
Yen (V);36
Yenna (V);29
Yente (V);237
Yentel (V);59
Yenthe (V);71
Yentl (V);769
Yentle (V);50
Yesim (V);46
Yessica (V);120
Yeter (V);71
Yeşim (V);123
Yfke (V);122
Yi (V);100
Yildiz (V);106
Yin (V);52
Ying (V);101
Yinthe (V);28
Yke (V);80
Ylana (V);30
Ylja (V);34
Ylona (V);149
Ylonka (V);45
Ylse (V);116
Ylva (V);142
Ymke (V);480
Ymkje (V);110
Ynske (V);50
Ynskje (V);32
Yolanda (V);235
Yolande (V);63
Yonca (V);101
Yoni (V);305
Yonna (V);33
Yonne (V);48
Yori (V);29
Yorinde (V);44
Yoshi (V);27
Yoshka (V);27
Yosra (V);92
Youandi (V);56
Yousra (V);356
Youssra (V);1472
Yoëlla (V);27
Yoëlle (V);104
Yrsa (V);134
Ytje (V);69
Ytsje (V);38
Yu (V);87
Yuen (V);64
Yuka (V);27
Yuki (V);62
Yun (V);34
Yuna (V);81
Yuri (V);27
Yusra (V);86
Yvana (V);88
Yvanca (V);36
Yvanka (V);151
Yvet (V);266
Yvette (V);2210
Yvon (V);338
Yvonne (V);4337
Zahia (V);34
Zahide (V);66
Zahira (V);55
Zahra (V);609
Zahraa (V);40
Zaina (V);47
Zainab (V);430
Zaineb (V);49
Zakaria (V);48
Zakia (V);222
Zakiya (V);29
Zamira (V);27
Zana (V);44
Zara (V);573
Zarah (V);151
Zarife (V);29
Zarina (V);72
Zaynab (V);59
Zaza (V);28
Zefanja (V);53
Zehra (V);738
Zeinab (V);193
Zeineb (V);29
Zekiye (V);62
Zelal (V);31
Zelda (V);42
Zeliha (V);226
Zena (V);58
Zenab (V);34
Zenna (V);84
Zenzi (V);50
Zerda (V);37
Zerina (V);46
Zerrin (V);36
Zeynab (V);27
Zeyneb (V);83
Zeynep (V);1239
Zhané (V);35
Ziggy (V);42
Zilan (V);54
Zilla (V);42
Zillah (V);39
Zina (V);161
Zinab (V);27
Zineb (V);302
Zinzi (V);98
Zippora (V);58
Zita (V);217
Zoe (V);150
Zoey (V);196
Zohal (V);41
Zohra (V);222
Zola (V);40
Zonne (V);62
Zora (V);99
Zosja (V);27
Zoubida (V);40
Zoulikha (V);86
Zoya (V);32
Zoé (V);105
Zoë (V);4971
Zoëy (V);63
Zoï (V);37
Zuhal (V);36
Zuzanna (V);34
Zwaantje (V);158
Zübeyde (V);88
Zühal (V);71
Zülal (V);29
Züleyha (V);116
Zümra (V);40
Çagla (V);35
Çağla (V);129
Çigdem (V);57
Çiğdem (V);166
Özge (V);295
Özgül (V);45
Özlem (V);643
Öznur (V);104
Ülkü (V);49
Ümmü (V);77
Ümmügülsüm (V);80
Ümmühan (V);55
Ümran (V);64
İlayda (V);32
İlknur (V);33
İrem (V);65
Şebnem (V);54
Şefika (V);27
Şenay (V);45
Şerife (V);206
Şevval (V);81
Şeyda (V);111
Şeyma (V);363
Şirin (V);58
Şuheda (V);33
Şule (V);140
Şüheda (V);73
Şükran (V);39
Šejla (V);31
